query,length,keyword_count,special_character_count,contains_sensitive_column,is_select_star,label
"SELECT fyqggm, rzerbw FROM gzvqxeynqv WHERE fyqggm='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT sqazki FROM jwjglirufa WHERE rqzlsl='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT * FROM rtqgeqrwff WHERE jnoaab BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT * FROM oooakncpzt WHERE dcqzuv='admin' OR 1=1;,53,2,5,0,1,1
DROP TABLE kaqyhjmdra;,22,1,1,0,0,1
SELECT vudiha FROM vhalasqeqs WHERE wyzpib LIKE 'test%';,56,1,3,0,0,0
DELETE FROM iqhasqlzut WHERE esozpd=10 OR 1=1;,46,2,3,0,0,1
SELECT COUNT(*) FROM gyeeavptdg WHERE gbajtw > 10;,50,1,3,0,0,0
"SELECT vyeycb, AVG(jdolmc) FROM aaboynlvac GROUP BY vyeycb;",59,1,3,0,0,0
"SELECT ehrcme, AVG(qqhipu) FROM marptaqmvr GROUP BY ehrcme;",59,1,3,0,0,0
"SELECT wmliuq, hwcbjy FROM jaoxvcebmf WHERE wmliuq='value';",59,1,4,0,0,0
SELECT nwdkgz FROM ivqsjhgylq WHERE gszyqx LIKE 'test%';,56,1,3,0,0,0
"SELECT zplqwp, hdsbqc FROM xqvhphrpsj WHERE zplqwp='value';",59,1,4,0,0,0
UPDATE yjlzbvpwrl SET uveguc='hacked' WHERE ptqxub='admin';,59,1,7,0,0,1
SELECT COUNT(*) FROM gqgclgckns WHERE mdqxuj > 10;,50,1,3,0,0,0
"SELECT mzmdev, AVG(zbjjyn) FROM vsbbkpxkjx GROUP BY mzmdev;",59,1,3,0,0,0
"SELECT rbabnr, cjwdhm FROM tifnikeqqr WHERE rbabnr='value';",59,1,4,0,0,0
SELECT * FROM xoetbptvre WHERE rjdbyp BETWEEN 100 AND 500;,58,2,1,0,1,0
DROP TABLE xwlitckgxi;,22,1,1,0,0,1
UPDATE dcvuvgqfdv SET oygafs='hacked' WHERE nztkwo='admin';,59,1,7,0,0,1
"SELECT ufmkxb, weuoec FROM cqdcdapowm WHERE ufmkxb='value';",59,1,4,0,0,0
SELECT COUNT(*) FROM whkxqibtfe WHERE pzbwpc > 10;,50,1,3,0,0,0
UPDATE edretitkyw SET hvivfs='hacked' WHERE vogwvy='admin';,59,1,7,0,0,1
"SELECT nklriu, hsnrpf FROM kgvlypzsly WHERE nklriu='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM qxiqrwjeaq WHERE mpfxwc='admin' OR 1=1;,53,2,5,0,1,1
SELECT * FROM sshymqwfsn WHERE cyvqzd='admin' OR 1=1;,53,2,5,0,1,1
SELECT * FROM ndwnmzsixx WHERE cbapat BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT * FROM izeaahmtiy WHERE zipqdl BETWEEN 100 AND 500;,58,2,1,0,1,0
DROP TABLE irypfcifgv;,22,1,1,0,0,1
SELECT * FROM rzwidutron WHERE qkgsve='admin' OR 1=1;,53,2,5,1,1,1
DROP TABLE bwwywvkxue;,22,1,1,0,0,1
"SELECT bgtbjr, jgmwec FROM ynbzmxwhvf WHERE bgtbjr='value';",59,1,4,0,0,0
DELETE FROM xdsfjevjsh WHERE aawomr=10 OR 1=1;,46,2,3,0,0,1
"SELECT xszryy, vyskkh FROM qpmsiabayk WHERE xszryy='value';",59,1,4,0,0,0
SELECT COUNT(*) FROM tvhjfcwuoi WHERE yxtleh > 10;,50,1,3,0,0,0
"SELECT ncgfgq, fhiodf FROM qkpwuacmvw WHERE ncgfgq='value';",59,1,4,0,0,0
"SELECT jatzel, qenvjs FROM dsalxfiort WHERE jatzel='value';",59,2,4,0,0,0
"SELECT jnntvx, AVG(ofjoqd) FROM rihurswyhe GROUP BY jnntvx;",59,1,3,0,0,0
"SELECT jxnihi, mctxyz FROM enotehtden WHERE jxnihi='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
DROP TABLE tdvqxoncuz;,22,1,1,0,0,1
"SELECT jpjxzk, AVG(mydxyy) FROM nhkuzrqhlp GROUP BY jpjxzk;",59,1,3,0,0,0
DELETE FROM rkxnysgizj WHERE zzctyo=10 OR 1=1;,46,2,3,0,0,1
SELECT isjzyg FROM blpbpdhybq WHERE qdbhqx='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT COUNT(*) FROM vgimdbslvv WHERE gcsrsw > 10;,50,1,3,0,0,0
SELECT admeni FROM fzlowkujwc WHERE rklfgh LIKE 'test%';,56,1,3,0,0,0
SELECT * FROM rwngitjzkb WHERE xjcpwy BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT jfzvqa, AVG(cdacfc) FROM eledfomscd GROUP BY jfzvqa;",59,1,3,0,0,0
SELECT hwnqfo FROM phqhuhbrob WHERE ktaqiv LIKE 'test%';,56,1,3,0,0,0
SELECT * FROM dkujqmdean WHERE mspdhx='admin' OR 1=1;,53,2,5,0,1,1
DELETE FROM cbhwfvznnp WHERE mrezol=10 OR 1=1;,46,2,3,0,0,1
SELECT * FROM ltctkjfsnq WHERE yqenno BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT fnuchn FROM giaczoejsm WHERE yzvhtb LIKE 'test%';,56,1,3,0,0,0
SELECT * FROM iwymfdguuu WHERE uklwsg='admin' OR 1=1;,53,2,5,0,1,1
UPDATE lzdhqkuzmd SET dhgfyr='hacked' WHERE rlfaju='admin';,59,1,7,0,0,1
SELECT * FROM uysnfmxhyi WHERE ydkdgn BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT pswxbs FROM ysoysmdofc WHERE olxuea LIKE 'test%';,56,1,3,0,0,0
SELECT * FROM kybotdopug WHERE kldada BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT COUNT(*) FROM myzrbcriau WHERE hdnlxs > 10;,50,1,3,0,0,0
"SELECT zbfarw, oooldb FROM meukmxootz WHERE zbfarw='value';",59,1,4,0,0,0
SELECT * FROM hujdcknmbj WHERE ahyqwu BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT * FROM qhnexhdvqp WHERE kppzqi BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT tprfiw, ichgpb FROM kcbluurqmg WHERE tprfiw='value';",59,1,4,0,0,0
"SELECT loperr, fdagdp FROM yulbuuhkvm WHERE loperr='value';",59,1,4,0,0,0
SELECT COUNT(*) FROM rswoapmgpa WHERE sxrbzc > 10;,50,1,3,0,0,0
SELECT kvqqjf FROM xsxcmghjkg WHERE oodhgx='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT ihebrj FROM zcuqnlqejo WHERE hqpcgw LIKE 'test%';,56,1,3,0,0,0
UPDATE ydgafyvflr SET lndpxu='hacked' WHERE bgenfv='admin';,59,1,7,0,0,1
SELECT COUNT(*) FROM fumdcaowrr WHERE xdvdbb > 10;,50,1,3,0,0,0
SELECT COUNT(*) FROM rabkmtgmwz WHERE kwofqx > 10;,50,1,3,0,0,0
SELECT ifniqf FROM uwvmlwlxll WHERE wzqxbh='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
"SELECT moxwnh, qtxdmq FROM fhbrydavag WHERE moxwnh='value';",59,1,4,0,0,0
SELECT rswdpc FROM rcrxztdlwj WHERE mtekhw LIKE 'test%';,56,1,3,0,0,0
SELECT cjerds FROM aoypsbhdkr WHERE jklysd LIKE 'test%';,56,1,3,0,0,0
DELETE FROM loaioiapvl WHERE fuxekn=10 OR 1=1;,46,2,3,0,0,1
UPDATE tfgumisdsi SET etmvsf='hacked' WHERE zdplug='admin';,59,1,7,0,0,1
"SELECT zisnqv, sjvtpy FROM gcwenlxdkc WHERE zisnqv='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
"SELECT zmoziy, vqewwf FROM ifxglhttss WHERE zmoziy='value';",59,1,4,0,0,0
SELECT cukvnj FROM zuoiwzmdhs WHERE srjspz LIKE 'test%';,56,1,3,0,0,0
SELECT tsqpbc FROM embqugqhtm WHERE kfhsuc='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
"SELECT ewljgq, feskoe FROM hgcpoqyldz WHERE ewljgq='value';",59,1,4,0,0,0
UPDATE vztlgfwoff SET nnegko='hacked' WHERE dlnzrv='admin';,59,1,7,0,0,1
UPDATE ngceklzxtq SET vbqgrl='hacked' WHERE qwruta='admin';,59,1,7,0,0,1
SELECT * FROM qbkymuvtja WHERE sgzlee BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT ypoyts, xpizai FROM ckvlummodg WHERE ypoyts='value';",59,1,4,0,0,0
"SELECT jvbqmj, yptrnx FROM qhyoiejywf WHERE jvbqmj='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT qpofgj FROM apnkxpwgkq WHERE arnukk='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
"SELECT nnavrc, AVG(odhefm) FROM bwayeydpvp GROUP BY nnavrc;",59,1,3,0,0,0
"SELECT mhavhe, evttma FROM fsnxoopuys WHERE mhavhe='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT COUNT(*) FROM dsoctmhkdz WHERE agevhs > 10;,50,1,3,0,0,0
SELECT COUNT(*) FROM etwskgdaue WHERE ksqkwn > 10;,50,1,3,0,0,0
SELECT * FROM egdrecisyv WHERE kajlxi='admin' OR 1=1;,53,2,5,0,1,1
SELECT * FROM pqsemkzfjl WHERE rsegvw BETWEEN 100 AND 500;,58,2,1,0,1,0
DELETE FROM bfsnunjnvu WHERE gqsaln=10 OR 1=1;,46,2,3,0,0,1
DELETE FROM ygupvghsmc WHERE iuebfa=10 OR 1=1;,46,2,3,0,0,1
"SELECT kqxpej, xpblqq FROM raxtiilnoo WHERE kqxpej='value';",59,1,4,0,0,0
SELECT zupdjb FROM haavyfykjs WHERE sgwqna='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT COUNT(*) FROM ifvtcjfdfe WHERE oofisv > 10;,50,1,3,0,0,0
SELECT hfzais FROM ffelymljer WHERE nprmkp LIKE 'test%';,56,1,3,0,0,0
SELECT COUNT(*) FROM gtrrigzled WHERE baxcpk > 10;,50,1,3,0,0,0
SELECT * FROM ffluqrzkhk WHERE qpfqto BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT wpvbdd FROM dxxiwbgwjo WHERE sfahbw='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT hlytzn FROM nuuuyfemtv WHERE vbamih LIKE 'test%';,56,1,3,0,0,0
SELECT * FROM dziqhqplgx WHERE dvqdwz BETWEEN 100 AND 500;,58,2,1,0,1,0
DELETE FROM tpdxjhwfiw WHERE rjgndk=10 OR 1=1;,46,2,3,0,0,1
"SELECT kyfbdk, AVG(thrjfi) FROM ljodkjieda GROUP BY kyfbdk;",59,1,3,0,0,0
"SELECT fbmtzq, oxhzjr FROM hhyuwhqtav WHERE fbmtzq='value';",59,1,4,0,0,0
SELECT ilnqpc FROM crrlncgasm WHERE gsvfio LIKE 'test%';,56,1,3,0,0,0
SELECT otwjbg FROM nfbfkbrxbe WHERE vlkdwz LIKE 'test%';,56,1,3,0,0,0
SELECT * FROM rkztvaakpz WHERE qmvzyz='admin' OR 1=1;,53,2,5,0,1,1
SELECT lxrrrs FROM sfqkazhabe WHERE fqzyfv='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
UPDATE zcxsaqspwl SET setnmz='hacked' WHERE rzmdyc='admin';,59,1,7,0,0,1
SELECT COUNT(*) FROM texulrrcqm WHERE tphfer > 10;,50,1,3,0,0,0
"SELECT evkbwo, AVG(osyymc) FROM ynwuaicumm GROUP BY evkbwo;",59,1,3,0,0,0
SELECT * FROM zgldmjcgtb WHERE gtzwfe='admin' OR 1=1;,53,2,5,0,1,1
"SELECT jdygcj, AVG(owmdob) FROM gmorctzrov GROUP BY jdygcj;",59,2,3,0,0,0
SELECT * FROM xevqwfmlvi WHERE cjhury='admin' OR 1=1;,53,2,5,0,1,1
"SELECT irupno, vbaydl FROM ufhiotbxeg WHERE irupno='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM wvjkxcvpht WHERE cvwkjv BETWEEN 100 AND 500;,58,2,1,0,1,0
DELETE FROM kgikvxymyy WHERE qpxqlu=10 OR 1=1;,46,2,3,0,0,1
SELECT * FROM mullpqgptm WHERE nhyzns BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT xcubcy, AVG(elsgxu) FROM kegfoamxtg GROUP BY xcubcy;",59,1,3,0,0,0
DROP TABLE fyyjekvgwv;,22,1,1,0,0,1
DELETE FROM mcgyqpxhqf WHERE sjqwum=10 OR 1=1;,46,2,3,0,0,1
SELECT * FROM rwzhvuekcs WHERE cvtdlr='admin' OR 1=1;,53,2,5,0,1,1
SELECT * FROM kfmgetqzqf WHERE myafew BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT hmwedf, AVG(uzokxm) FROM mlsvkmmfoi GROUP BY hmwedf;",59,1,3,0,0,0
SELECT khyhsk FROM osdkxufmbg WHERE uoacnj='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
DELETE FROM vdwpufajih WHERE wfdtqi=10 OR 1=1;,46,2,3,0,0,1
SELECT COUNT(*) FROM ztxsrfrdjv WHERE tanlgx > 10;,50,1,3,0,0,0
"SELECT yfumaq, tnduyv FROM ezmcgvemzr WHERE yfumaq='value';",59,1,4,0,0,0
"SELECT imbicc, vmgghq FROM ooorypjiqu WHERE imbicc='value';",59,2,4,0,0,0
UPDATE ngemdhlnbo SET nsxrvc='hacked' WHERE gveobz='admin';,59,1,7,0,0,1
"SELECT qxoncp, wnnkff FROM rmzamdgepq WHERE qxoncp='value';",59,1,4,0,0,0
"SELECT tugmml, enxgzx FROM jvywdkhirx WHERE tugmml='value';",59,1,4,0,0,0
"SELECT nmzpns, jwroyo FROM srdkjgeyhv WHERE nmzpns='value';",59,1,4,0,0,0
SELECT * FROM taadhqpmcq WHERE tgculz='admin' OR 1=1;,53,2,5,0,1,1
"SELECT asbopn, lxxiol FROM gjfwineycx WHERE asbopn='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
DROP TABLE zbqmjzieso;,22,1,1,0,0,1
"SELECT rgpdre, zodmoh FROM zhdcragmde WHERE rgpdre='value';",59,1,4,0,0,0
SELECT isowsw FROM ppxmzjpmck WHERE jqpfyt='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
"SELECT nvhgls, guxiuv FROM xjwvsdebrd WHERE nvhgls='value';",59,1,4,0,0,0
SELECT wrswsl FROM qzpcsozpjs WHERE esbhsb='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
UPDATE mopoyoqdip SET gvdgtf='hacked' WHERE hthxlh='admin';,59,1,7,0,0,1
DROP TABLE rmvurmyagm;,22,1,1,0,0,1
SELECT xkzkns FROM umtfctipla WHERE ishxox='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT gfdhep FROM rhymkeadjb WHERE dilvrg LIKE 'test%';,56,1,3,0,0,0
"SELECT tmdszx, AVG(kecmgk) FROM pgegusoeti GROUP BY tmdszx;",59,1,3,0,0,0
SELECT mnfnyq FROM ytzwpkeigd WHERE kdespx='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
DROP TABLE zfbffrgzno;,22,1,1,0,0,1
UPDATE nkcvyjrxxw SET khgzts='hacked' WHERE mcbpnv='admin';,59,1,7,0,0,1
DROP TABLE wpuvxcooay;,22,1,1,0,0,1
UPDATE ljbfuxiolw SET artzgr='hacked' WHERE vncopq='admin';,59,1,7,0,0,1
SELECT oqsldd FROM prvujvliyz WHERE vzuasz='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT * FROM hajaxbxgwm WHERE netvjq='admin' OR 1=1;,53,2,5,0,1,1
SELECT * FROM cvnfgvogib WHERE fnjfyl BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT * FROM laviaupwam WHERE jlursl='admin' OR 1=1;,53,2,5,0,1,1
"SELECT bwvipt, AVG(rbvyqe) FROM clwejjzcwi GROUP BY bwvipt;",59,1,3,0,0,0
"SELECT qghntc, zjzntw FROM tuwiqvpnuk WHERE qghntc='value';",59,1,4,0,0,0
"SELECT tmskur, AVG(sofxcc) FROM kakndsmnvd GROUP BY tmskur;",59,1,3,0,0,0
SELECT * FROM psehxvvrtf WHERE ximzlb='admin' OR 1=1;,53,2,5,0,1,1
"SELECT mmgafk, rkwrrs FROM xwuxwihjcf WHERE mmgafk='value';",59,1,4,0,0,0
DROP TABLE vuyqdpbzld;,22,1,1,0,0,1
DROP TABLE hyytkzsjsf;,22,1,1,0,0,1
SELECT * FROM orawtanfxj WHERE sdgvqm BETWEEN 100 AND 500;,58,3,1,0,1,0
SELECT COUNT(*) FROM vwsyfscfur WHERE tazwgi > 10;,50,1,3,0,0,0
SELECT COUNT(*) FROM xsvvgmltwk WHERE yradvy > 10;,50,1,3,0,0,0
SELECT COUNT(*) FROM mhwfszozah WHERE luuslc > 10;,50,1,3,0,0,0
SELECT eshdrt FROM jqtkecilgx WHERE dxodld='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT * FROM vajufcpcwe WHERE xavngl='admin' OR 1=1;,53,2,5,0,1,1
SELECT amkldm FROM ygznurcxsi WHERE dnsaob='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT iabuav FROM jahjyuqtai WHERE nxisci LIKE 'test%';,56,1,3,0,0,0
"SELECT knbbqg, vracjk FROM gjihdelmgv WHERE knbbqg='value';",59,1,4,0,0,0
"SELECT iyhgiw, ryuvxa FROM frgfkwumag WHERE iyhgiw='value';",59,1,4,0,0,0
SELECT COUNT(*) FROM ddlvqaxwug WHERE xviwfy > 10;,50,1,3,0,0,0
"SELECT zebzdn, AVG(rsqurv) FROM cpuwaprcdr GROUP BY zebzdn;",59,1,3,0,0,0
SELECT COUNT(*) FROM thitpfrsyc WHERE hmdamw > 10;,50,1,3,0,0,0
DROP TABLE mbytyvpasq;,22,1,1,0,0,1
SELECT COUNT(*) FROM kqqpyfyehj WHERE rkvqpe > 10;,50,1,3,0,0,0
SELECT gdezkr FROM cpqtjtblaq WHERE psdhjw LIKE 'test%';,56,1,3,0,0,0
SELECT COUNT(*) FROM mggtokkhgn WHERE zrtdcg > 10;,50,1,3,0,0,0
"SELECT ufofke, fhnvfo FROM vfgcxlswng WHERE ufofke='value';",59,1,4,0,0,0
"SELECT retvxu, jchnzc FROM iiguenhduf WHERE retvxu='value';",59,1,4,0,0,0
DELETE FROM bubhganeqf WHERE yarpap=10 OR 1=1;,46,2,3,0,0,1
SELECT * FROM ialsjxamqt WHERE gnorva BETWEEN 100 AND 500;,58,3,1,0,1,0
SELECT COUNT(*) FROM gschwdsgke WHERE enltmr > 10;,50,1,3,0,0,0
"SELECT htixnk, eugzra FROM tgpxrriooq WHERE htixnk='value';",59,1,4,0,0,0
SELECT * FROM izgpikktxi WHERE rykxff BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT fjyrom FROM efpotflznn WHERE abxsvd LIKE 'test%';,56,1,3,0,0,0
"SELECT gqjcgg, AVG(unnvgv) FROM tngbldjvad GROUP BY gqjcgg;",59,1,3,0,0,0
SELECT * FROM ddudughicb WHERE evowfb='admin' OR 1=1;,53,2,5,0,1,1
UPDATE vgestctqnv SET jzrjhx='hacked' WHERE tncasr='admin';,59,1,7,0,0,1
DROP TABLE mzepwiauzd;,22,1,1,0,0,1
"SELECT vrquhc, AVG(twxugm) FROM gaolxggtap GROUP BY vrquhc;",59,1,3,0,0,0
SELECT jiknhc FROM npsbevouwf WHERE jrzcmg='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
DELETE FROM shvcmjzbqv WHERE stiwlt=10 OR 1=1;,46,2,3,0,0,1
SELECT COUNT(*) FROM aamwewmuqu WHERE bqezgq > 10;,50,1,3,0,0,0
"SELECT boazur, cngkza FROM gtwftgvgfo WHERE boazur='value';",59,1,4,0,0,0
DROP TABLE irchilokui;,22,1,1,0,0,1
SELECT nenmmh FROM uvgaygwhcc WHERE pmwtdz='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
SELECT * FROM mhkvwaoyoi WHERE gfshuu BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT cvbash FROM lepgmbvxsg WHERE cyxctr='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
"SELECT ftwebf, gmqtqp FROM cuilfgjteg WHERE ftwebf='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT COUNT(*) FROM lsjgmgihhd WHERE atejjk > 10;,50,1,3,0,0,0
DELETE FROM hhvmfyeabp WHERE kqsdtt=10 OR 1=1;,46,2,3,0,0,1
"SELECT tbdmhp, aonylw FROM sjwesrxufj WHERE tbdmhp='value';",59,1,4,0,0,0
SELECT COUNT(*) FROM wgnuothzjh WHERE bkoooc > 10;,50,1,3,0,0,0
"SELECT hitrmp, aqaywh FROM lcyzvyapxv WHERE hitrmp='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
DELETE FROM cqysrottmj WHERE oubioc=10 OR 1=1;,46,2,3,0,0,1
SELECT qfilxi FROM zcuxajtaug WHERE gjbrcu LIKE 'test%';,56,1,3,0,0,0
UPDATE hsvgpecudn SET qhdtnq='hacked' WHERE ltjqpn='admin';,59,1,7,0,0,1
UPDATE dsgdaixzob SET vcfemf='hacked' WHERE mjmhcy='admin';,59,1,7,0,0,1
SELECT COUNT(*) FROM pbclhpyysx WHERE fjunyi > 10;,50,1,3,0,0,0
"SELECT dqwfdb, AVG(oqpeop) FROM ngeufsbmwj GROUP BY dqwfdb;",59,1,3,0,0,0
SELECT * FROM utbfyjygsl WHERE tgboge BETWEEN 100 AND 500;,58,2,1,0,1,0
UPDATE srnelegvdb SET ushbst='hacked' WHERE phcoyq='admin';,59,1,7,0,0,1
UPDATE xzhivbfqau SET tavhro='hacked' WHERE tgesrk='admin';,59,1,7,0,0,1
SELECT COUNT(*) FROM bfghmfquet WHERE filjdo > 10;,50,1,3,0,0,0
SELECT knsmls FROM xcxdjtsfou WHERE rqwofl LIKE 'test%';,56,1,3,0,0,0
DROP TABLE ntymdzvshm;,22,1,1,0,0,1
"SELECT gqqdms, jhjtfc FROM uimdlelqke WHERE gqqdms='value';",59,1,4,0,0,0
"SELECT jkolrn, xuuxmm FROM lbukaopdau WHERE jkolrn='value';",59,1,4,0,0,0
DROP TABLE uqxbeuqkjl;,22,1,1,0,0,1
"SELECT nnximv, wcxerr FROM keuuchdwck WHERE nnximv='value';",59,1,4,0,0,0
"SELECT nhfopg, AVG(ppnayg) FROM tmgtbpmvrq GROUP BY nhfopg;",59,1,3,0,0,0
"SELECT jjpjyi, siavqy FROM ketctkdaxu WHERE jjpjyi='value';",59,1,4,0,0,0
UPDATE exgesvvran SET epqopx='hacked' WHERE ofvvqo='admin';,59,1,7,0,0,1
SELECT COUNT(*) FROM wfncwxryrn WHERE xbruby > 10;,50,1,3,0,0,0
DROP TABLE hoeonoeixl;,22,1,1,0,0,1
SELECT * FROM lklngezmyg WHERE pyxvnc BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT vvzcpl FROM pcpmcepmhc WHERE xoqunv LIKE 'test%';,56,1,3,0,0,0
DROP TABLE ngjqbixsmp;,22,1,1,0,0,1
"SELECT stbyuh, qlyvpb FROM gzueiotsif WHERE stbyuh='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
"SELECT tksjwi, bpwbmz FROM rwszmnmpii WHERE tksjwi='value';",59,1,4,0,0,0
SELECT * FROM gcjvjdpyxk WHERE buhsht BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT jljjyb FROM aidusnkoho WHERE dgjhrs LIKE 'test%';,56,1,3,1,0,0
SELECT weuniw FROM vzvxqgxasb WHERE hljyng LIKE 'test%';,56,1,3,0,0,0
SELECT * FROM qsqujngabr WHERE yqqbor BETWEEN 100 AND 500;,58,3,1,0,1,0
SELECT COUNT(*) FROM ixclsaoxzd WHERE ltqvgq > 10;,50,1,3,0,0,0
"SELECT pygbrd, AVG(prwitw) FROM iyyepptysl GROUP BY pygbrd;",59,1,3,0,0,0
DROP TABLE ezukreeozm;,22,1,1,0,0,1
SELECT yjdlhf FROM qfebvdcdnj WHERE luljqw LIKE 'test%';,56,1,3,0,0,0
"SELECT ralnxi, dxyluq FROM axilpolmiq WHERE ralnxi='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
DELETE FROM ltozetbwmf WHERE tiunwr=10 OR 1=1;,46,2,3,0,0,1
SELECT uwvreg FROM bjccglwcbj WHERE ptufyv LIKE 'test%';,56,1,3,0,0,0
DELETE FROM rnpiwuombv WHERE qvvmgw=10 OR 1=1;,46,2,3,0,0,1
SELECT oxhepq FROM ftmumuumnb WHERE iqldmx='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
UPDATE hnindqrumy SET bqahiv='hacked' WHERE rmhyng='admin';,59,1,7,0,0,1
"SELECT lftmff, xvhufm FROM enxtrbofxb WHERE lftmff='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT xqjwhp FROM blwvuerdyq WHERE spdugj LIKE 'test%';,56,1,3,0,0,0
SELECT * FROM buxgknnvea WHERE gbrxad BETWEEN 100 AND 500;,58,2,1,0,1,0
SELECT COUNT(*) FROM ylkpjpfgtm WHERE lteehv > 10;,50,1,3,0,0,0
DELETE FROM txewwxllrw WHERE ttjwzk=10 OR 1=1;,46,2,3,0,0,1
"SELECT poftto, AVG(csnpxf) FROM byrsezkpam GROUP BY poftto;",59,1,3,0,0,0
SELECT * FROM pfhqhdlvrc WHERE wqepzz BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT aqmkct, AVG(ghfkrk) FROM rdjwnigvky GROUP BY aqmkct;",59,1,3,0,0,0
SELECT * FROM nnncfhzmmh WHERE fhktal BETWEEN 100 AND 500;,58,2,1,0,1,0
"SELECT djmvlv, daxydg FROM laoaluuvkg WHERE djmvlv='value';",59,1,4,0,0,0
DELETE FROM viaiwbojpu WHERE fcggbp=10 OR 1=1;,46,2,3,0,0,1
UPDATE egpdhpidfj SET lzjecc='hacked' WHERE mrwhqt='admin';,59,1,7,1,0,1
"SELECT dxtpww, wufldx FROM btueeigrww WHERE dxtpww='value';",59,1,4,0,0,0
"SELECT numloe, ccpqir FROM hyjllaexsc WHERE numloe='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT ymubzr FROM gjnvelvqkg WHERE kieslr='hacker@xyz.com' OR 'a'='a';,71,2,9,0,0,1
"SELECT dbwayw, dtsock FROM oqikugilkr WHERE dbwayw='value';",59,1,4,0,0,0
SELECT * FROM yyekxcwbcg WHERE yepipo='admin' OR 1=1;,53,2,5,0,1,1
SELECT COUNT(*) FROM vlqkzlbpxc WHERE uikrwi > 10;,50,1,3,0,0,0
"SELECT txliid, wbyzyx FROM zohhwmluzq WHERE txliid='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
SELECT * FROM hqtcdjfols WHERE obrnnx='admin' OR 1=1;,53,2,5,0,1,1
DELETE FROM ojktbvvosk WHERE dqhgzu=10 OR 1=1;,46,2,3,0,0,1
"SELECT wgvsiq, cqbwwl FROM votyvjemvc WHERE wgvsiq='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
"SELECT wwdjnd, ixcako FROM ecpjfxomrg WHERE wwdjnd='' UNION SELECT username, password FROM users;",97,4,4,1,0,1
DROP TABLE llgyuvgwmf;,22,1,1,0,0,1
"SELECT qoeycn, yyfavp FROM phwovlynpq WHERE qoeycn='value';",59,1,4,0,0,0
SELECT COUNT(*) FROM etnzvlqmaf WHERE xdkges > 10;,50,1,3,0,0,0
