Query_ID,Query_String,Length,Special_Chars,Keyword_Count,Mutation_Count,Anomaly_Score,Label
286,UPDATE accounts SET balance=999999 WHERE account_id=202; --,59,9,3,2,0.1269,Malicious
287,SELECT * FROM users WHERE username='john_doe' AND password='1234';,70,8,2,3,0.2074,Safe
288,SELECT COUNT(*) FROM employees WHERE department='HR';,39,8,2,0,0.1265,Safe
289,UPDATE accounts SET balance=5000 WHERE account_id=202;,148,7,4,3,0.4203,Safe
290,SELECT * FROM users WHERE username='john_doe' AND password='1234';,191,4,1,2,0.532,Safe
291,SELECT COUNT(*) FROM employees WHERE department='HR';,169,6,1,3,0.8398,Safe
292,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",95,9,2,2,0.4578,Malicious
293,SELECT COUNT(*) FROM employees WHERE department='HR';,138,3,3,2,0.603,Safe
294,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",92,0,1,1,0.7001,Malicious
295,SELECT COUNT(*) FROM employees WHERE department='HR';,158,0,5,2,0.4419,Safe
296,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,180,1,4,1,0.0149,Malicious
297,UPDATE accounts SET balance=5000 WHERE account_id=202;,161,1,3,2,0.5382,Safe
298,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",177,1,3,3,0.832,Malicious
299,SELECT * FROM users WHERE username='' OR '1'='1'; --,142,9,3,2,0.1949,Malicious
300,UPDATE accounts SET balance=5000 WHERE account_id=202;,106,8,2,0,0.1383,Safe
301,UPDATE accounts SET balance=5000 WHERE account_id=202;,38,5,1,0,0.7606,Safe
302,UPDATE accounts SET balance=5000 WHERE account_id=202;,66,7,1,0,0.0435,Safe
303,SELECT * FROM users WHERE username='john_doe' AND password='1234';,74,1,2,1,0.3222,Safe
304,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",133,3,5,1,0.4344,Safe
305,UPDATE accounts SET balance=999999 WHERE account_id=202; --,59,10,5,0,0.568,Malicious
306,UPDATE accounts SET balance=999999 WHERE account_id=202; --,96,0,2,1,0.9255,Malicious
307,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",90,2,1,3,0.2797,Malicious
308,UPDATE accounts SET balance=5000 WHERE account_id=202;,164,9,5,0,0.7394,Safe
309,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,187,10,4,1,0.7601,Malicious
310,SELECT * FROM users WHERE username='' OR '1'='1'; --,82,0,1,0,0.7948,Malicious
311,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",162,6,1,0,0.8525,Malicious
312,UPDATE accounts SET balance=5000 WHERE account_id=202;,73,10,1,0,0.0741,Safe
313,SELECT * FROM users WHERE username='' OR '1'='1'; --,118,1,1,0,0.4603,Malicious
314,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",39,6,4,0,0.0637,Safe
315,UPDATE accounts SET balance=999999 WHERE account_id=202; --,155,10,5,0,0.7409,Malicious
316,SELECT * FROM users WHERE username='john_doe' AND password='1234';,169,6,1,2,0.8342,Safe
317,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",21,7,2,3,0.6687,Safe
318,SELECT * FROM users WHERE username='john_doe' AND password='1234';,96,8,2,1,0.0123,Safe
319,UPDATE accounts SET balance=5000 WHERE account_id=202;,32,6,3,0,0.985,Safe
320,UPDATE accounts SET balance=5000 WHERE account_id=202;,154,8,5,0,0.6676,Safe
321,SELECT * FROM users WHERE username='john_doe' AND password='1234';,128,1,5,1,0.7603,Safe
322,SELECT COUNT(*) FROM employees WHERE department='HR';,146,10,3,0,0.4758,Safe
323,SELECT * FROM users WHERE username='john_doe' AND password='1234';,46,9,2,1,0.3915,Safe
324,DELETE FROM logs WHERE timestamp < '2024-01-01';,39,1,4,1,0.0841,Safe
325,SELECT * FROM users WHERE username='' OR '1'='1'; --,169,3,4,1,0.5207,Malicious
326,SELECT * FROM users WHERE username='john_doe' AND password='1234';,59,9,1,3,0.8999,Safe
327,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",142,8,2,1,0.1036,Malicious
328,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,151,5,4,1,0.0505,Malicious
329,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,91,7,2,1,0.829,Malicious
330,SELECT * FROM users WHERE username='john_doe' AND password='1234';,57,7,4,3,0.5058,Safe
331,DELETE FROM logs WHERE timestamp < '2024-01-01';,61,8,1,0,0.0201,Safe
332,DROP TABLE users; --,136,5,3,2,0.0356,Malicious
333,SELECT COUNT(*) FROM employees WHERE department='HR';,148,6,4,0,0.9734,Safe
334,UPDATE accounts SET balance=999999 WHERE account_id=202; --,116,7,3,1,0.1521,Malicious
335,UPDATE accounts SET balance=5000 WHERE account_id=202;,182,1,5,3,0.014,Safe
336,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",41,2,4,1,0.5112,Safe
337,SELECT * FROM users WHERE username='john_doe' AND password='1234';,164,2,5,0,0.5708,Safe
338,SELECT COUNT(*) FROM employees WHERE department='HR';,109,7,2,2,0.4915,Safe
339,SELECT * FROM users WHERE username='john_doe' AND password='1234';,33,2,5,3,0.6745,Safe
340,UPDATE accounts SET balance=5000 WHERE account_id=202;,197,1,4,0,0.8454,Safe
341,SELECT * FROM users WHERE username='' OR '1'='1'; --,139,10,4,1,0.7827,Malicious
342,UPDATE accounts SET balance=5000 WHERE account_id=202;,90,0,1,0,0.365,Safe
343,UPDATE accounts SET balance=5000 WHERE account_id=202;,175,10,3,3,0.4389,Safe
344,UPDATE accounts SET balance=5000 WHERE account_id=202;,171,3,1,0,0.0914,Safe
345,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",99,1,3,3,0.1625,Safe
346,UPDATE accounts SET balance=5000 WHERE account_id=202;,50,0,4,1,0.1459,Safe
347,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,147,2,4,3,0.3071,Malicious
348,SELECT COUNT(*) FROM employees WHERE department='HR';,114,4,2,1,0.9003,Safe
349,SELECT COUNT(*) FROM employees WHERE department='HR';,190,8,3,1,0.2042,Safe
350,UPDATE accounts SET balance=5000 WHERE account_id=202;,135,0,1,0,0.9046,Safe
351,SELECT * FROM users WHERE username='john_doe' AND password='1234';,54,4,3,3,0.0465,Safe
352,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",43,0,5,0,0.8345,Malicious
353,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",179,2,2,0,0.9019,Malicious
354,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",63,9,1,1,0.8949,Malicious
355,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",130,8,2,1,0.6659,Malicious
356,UPDATE accounts SET balance=999999 WHERE account_id=202; --,146,6,2,2,0.5569,Malicious
357,SELECT * FROM users WHERE username='' OR '1'='1'; --,122,9,5,2,0.2506,Malicious
358,SELECT * FROM users WHERE username='' OR '1'='1'; --,68,7,5,2,0.3841,Malicious
359,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",58,1,5,3,0.6114,Malicious
360,SELECT * FROM users WHERE username='john_doe' AND password='1234';,39,8,5,1,0.0126,Safe
361,SELECT * FROM users WHERE username='john_doe' AND password='1234';,29,4,3,0,0.7363,Safe
362,SELECT * FROM users WHERE username='john_doe' AND password='1234';,103,5,2,3,0.6579,Safe
363,UPDATE accounts SET balance=5000 WHERE account_id=202;,76,0,4,1,0.3722,Safe
364,SELECT * FROM users WHERE username='john_doe' AND password='1234';,97,8,1,0,0.9048,Safe
365,DELETE FROM logs WHERE timestamp < '2024-01-01';,149,4,4,2,0.6775,Safe
366,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",85,4,5,1,0.8992,Safe
367,DROP TABLE users; --,144,4,2,0,0.0051,Malicious
368,SELECT COUNT(*) FROM employees WHERE department='HR';,61,10,5,0,0.3185,Safe
369,UPDATE accounts SET balance=5000 WHERE account_id=202;,82,0,2,1,0.46,Safe
370,UPDATE accounts SET balance=999999 WHERE account_id=202; --,184,7,1,2,0.7643,Malicious
371,UPDATE accounts SET balance=999999 WHERE account_id=202; --,176,7,4,3,0.3976,Malicious
372,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",185,9,2,3,0.8531,Safe
373,SELECT * FROM users WHERE username='' OR '1'='1'; --,51,0,4,2,0.0261,Malicious
374,SELECT * FROM users WHERE username='john_doe' AND password='1234';,140,8,5,0,0.9062,Safe
375,SELECT * FROM users WHERE username='john_doe' AND password='1234';,81,5,5,1,0.0143,Safe
376,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",97,0,4,3,0.2242,Malicious
377,SELECT COUNT(*) FROM employees WHERE department='HR';,76,8,3,3,0.5025,Safe
378,DELETE FROM logs WHERE timestamp < '2024-01-01';,190,3,4,3,0.3124,Safe
379,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,41,10,3,0,0.9462,Malicious
380,DROP TABLE users; --,85,9,2,0,0.4786,Malicious
381,SELECT * FROM users WHERE username='john_doe' AND password='1234';,134,6,4,2,0.4626,Safe
382,SELECT * FROM users WHERE username='' OR '1'='1'; --,99,6,4,3,0.476,Malicious
383,DELETE FROM logs WHERE timestamp < '2024-01-01';,28,9,4,1,0.5624,Safe
384,DROP TABLE users; --,138,8,3,2,0.4356,Malicious
385,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,35,10,2,0,0.8489,Malicious
386,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",53,5,3,0,0.6104,Safe
387,UPDATE accounts SET balance=5000 WHERE account_id=202;,164,7,5,0,0.3816,Safe
388,SELECT * FROM users WHERE username='' OR '1'='1'; --,21,6,5,2,0.1327,Malicious
389,UPDATE accounts SET balance=5000 WHERE account_id=202;,23,6,1,3,0.3726,Safe
390,SELECT * FROM users WHERE username='' OR '1'='1'; --,133,7,2,2,0.743,Malicious
391,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,37,10,2,0,0.7613,Malicious
392,UPDATE accounts SET balance=999999 WHERE account_id=202; --,161,10,1,1,0.1201,Malicious
393,SELECT COUNT(*) FROM employees WHERE department='HR';,166,8,2,3,0.0514,Safe
394,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",85,4,3,3,0.8175,Safe
395,UPDATE accounts SET balance=999999 WHERE account_id=202; --,69,3,4,0,0.1424,Malicious
396,SELECT * FROM users WHERE username='' OR '1'='1'; --,75,2,5,3,0.3257,Malicious
397,SELECT * FROM users WHERE username='john_doe' AND password='1234';,43,0,3,3,0.8963,Safe
398,SELECT * FROM users WHERE username='john_doe' AND password='1234';,66,8,3,2,0.0385,Safe
399,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",38,3,4,3,0.0579,Malicious
400,SELECT COUNT(*) FROM employees WHERE department='HR';,113,9,1,1,0.2926,Safe
401,SELECT COUNT(*) FROM employees WHERE department='HR';,83,2,5,2,0.649,Safe
402,DROP TABLE users; --,140,2,1,2,0.4594,Malicious
403,SELECT * FROM users WHERE username='' OR '1'='1'; --,134,4,5,1,0.2432,Malicious
404,DROP TABLE users; --,88,5,2,0,0.8971,Malicious
405,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",82,7,5,2,0.5647,Malicious
406,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",96,4,1,3,0.7851,Safe
407,SELECT COUNT(*) FROM employees WHERE department='HR';,170,8,3,2,0.9975,Safe
408,SELECT COUNT(*) FROM employees WHERE department='HR';,29,7,1,3,0.542,Safe
409,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",160,5,2,0,0.1705,Malicious
410,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",43,5,1,1,0.4993,Safe
411,SELECT COUNT(*) FROM employees WHERE department='HR';,29,8,4,0,0.2874,Safe
412,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,27,2,5,2,0.0473,Malicious
413,UPDATE accounts SET balance=5000 WHERE account_id=202;,130,9,4,1,0.9272,Safe
414,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",157,0,3,3,0.4256,Malicious
415,SELECT * FROM users WHERE username='john_doe' AND password='1234';,81,7,1,1,0.3437,Safe
416,SELECT * FROM users WHERE username='john_doe' AND password='1234';,159,10,2,3,0.1288,Safe
417,DELETE FROM logs WHERE timestamp < '2024-01-01';,110,7,2,2,0.3272,Safe
418,UPDATE accounts SET balance=999999 WHERE account_id=202; --,139,2,2,0,0.7134,Malicious
419,DELETE FROM logs WHERE timestamp < '2024-01-01';,33,6,1,2,0.3402,Safe
420,UPDATE accounts SET balance=5000 WHERE account_id=202;,79,2,5,0,0.973,Safe
421,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",39,1,2,0,0.4852,Safe
422,SELECT * FROM users WHERE username='john_doe' AND password='1234';,173,0,2,2,0.3624,Safe
423,DROP TABLE users; --,132,1,1,0,0.7827,Malicious
424,SELECT * FROM users WHERE username='john_doe' AND password='1234';,80,2,2,3,0.9702,Safe
425,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",192,5,3,3,0.5621,Malicious
426,UPDATE accounts SET balance=999999 WHERE account_id=202; --,81,8,4,1,0.9563,Malicious
427,UPDATE accounts SET balance=5000 WHERE account_id=202;,36,0,3,1,0.8593,Safe
428,SELECT COUNT(*) FROM employees WHERE department='HR';,176,2,4,1,0.3871,Safe
429,DELETE FROM logs WHERE timestamp < '2024-01-01';,96,9,5,1,0.9201,Safe
430,DROP TABLE users; --,145,6,4,0,0.7696,Malicious
431,UPDATE accounts SET balance=5000 WHERE account_id=202;,181,8,5,2,0.474,Safe
432,DELETE FROM logs WHERE timestamp < '2024-01-01';,96,10,1,1,0.0961,Safe
433,DELETE FROM logs WHERE timestamp < '2024-01-01';,91,0,2,1,0.5029,Safe
434,SELECT * FROM users WHERE username='' OR '1'='1'; --,117,4,4,1,0.1647,Malicious
435,SELECT * FROM users WHERE username='' OR '1'='1'; --,114,9,5,2,0.4379,Malicious
436,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",33,5,4,1,0.5149,Malicious
437,UPDATE accounts SET balance=5000 WHERE account_id=202;,114,8,1,0,0.2291,Safe
438,DROP TABLE users; --,20,10,4,2,0.1971,Malicious
439,SELECT COUNT(*) FROM employees WHERE department='HR';,26,3,4,2,0.367,Safe
440,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,176,1,5,3,0.9349,Malicious
441,DROP TABLE users; --,124,8,5,0,0.0269,Malicious
442,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",79,7,4,3,0.211,Safe
443,SELECT COUNT(*) FROM employees WHERE department='HR';,176,9,5,0,0.8255,Safe
444,UPDATE accounts SET balance=5000 WHERE account_id=202;,190,1,2,2,0.5835,Safe
445,SELECT * FROM users WHERE username='' OR '1'='1'; --,109,7,3,3,0.9946,Malicious
446,SELECT COUNT(*) FROM employees WHERE department='HR';,105,8,3,2,0.3989,Safe
447,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",46,2,3,0,0.53,Malicious
448,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,144,9,3,2,0.247,Malicious
449,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",82,4,1,3,0.9572,Malicious
450,SELECT * FROM users WHERE username='john_doe' AND password='1234';,180,2,5,3,0.3045,Safe
451,SELECT * FROM users WHERE username='john_doe' AND password='1234';,180,8,2,1,0.5379,Safe
452,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",116,9,3,3,0.0423,Safe
453,DROP TABLE users; --,143,2,4,2,0.0046,Malicious
454,SELECT * FROM users WHERE username='' OR '1'='1'; --,72,10,4,1,0.7615,Malicious
455,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,134,9,3,2,0.1864,Malicious
456,SELECT COUNT(*) FROM employees WHERE department='HR';,124,9,2,2,0.4374,Safe
457,UPDATE accounts SET balance=999999 WHERE account_id=202; --,115,1,5,0,0.2959,Malicious
458,SELECT * FROM users WHERE username='john_doe' AND password='1234';,96,2,1,1,0.7852,Safe
459,SELECT * FROM users WHERE username='john_doe' AND password='1234';,82,4,2,1,0.7785,Safe
460,SELECT * FROM users WHERE username='' OR '1'='1'; --,54,3,1,0,0.4173,Malicious
461,DROP TABLE users; --,22,0,3,3,0.6746,Malicious
462,UPDATE accounts SET balance=999999 WHERE account_id=202; --,165,6,1,2,0.7748,Malicious
463,SELECT * FROM users WHERE username='john_doe' AND password='1234';,81,5,2,3,0.0429,Safe
464,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",66,4,2,3,0.8681,Safe
465,SELECT COUNT(*) FROM employees WHERE department='HR';,97,10,1,1,0.1932,Safe
466,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,91,8,2,1,0.5968,Malicious
467,DROP TABLE users; --,110,6,2,0,0.5475,Malicious
468,DELETE FROM logs WHERE timestamp < '2024-01-01';,43,7,1,0,0.2771,Safe
469,UPDATE accounts SET balance=5000 WHERE account_id=202;,197,1,1,1,0.6377,Safe
470,SELECT COUNT(*) FROM employees WHERE department='HR';,25,5,1,1,0.9511,Safe
471,SELECT COUNT(*) FROM employees WHERE department='HR';,124,9,3,2,0.2652,Safe
472,UPDATE accounts SET balance=999999 WHERE account_id=202; --,31,8,5,0,0.7096,Malicious
473,DELETE FROM logs WHERE timestamp < '2024-01-01';,196,0,5,3,0.1023,Safe
474,DELETE FROM logs WHERE timestamp < '2024-01-01';,120,10,2,2,0.3363,Safe
475,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",173,4,4,3,0.4142,Safe
476,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,95,7,1,3,0.3368,Malicious
477,UPDATE accounts SET balance=5000 WHERE account_id=202;,142,4,5,1,0.0631,Safe
478,SELECT * FROM users WHERE username='john_doe' AND password='1234';,63,3,4,1,0.9763,Safe
479,SELECT COUNT(*) FROM employees WHERE department='HR';,141,8,4,3,0.3933,Safe
480,SELECT * FROM users WHERE username='john_doe' AND password='1234';,56,8,3,2,0.8643,Safe
481,UPDATE accounts SET balance=999999 WHERE account_id=202; --,63,6,3,3,0.0958,Malicious
482,SELECT * FROM users WHERE username='' OR '1'='1'; --,37,7,4,1,0.7791,Malicious
483,SELECT * FROM users WHERE username='john_doe' AND password='1234';,194,10,2,3,0.7211,Safe
484,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",133,5,1,1,0.5773,Safe
485,UPDATE accounts SET balance=999999 WHERE account_id=202; --,51,5,4,3,0.8826,Malicious
486,SELECT * FROM users WHERE username='' OR '1'='1'; --,131,4,4,3,0.8094,Malicious
487,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",121,8,1,1,0.2773,Safe
488,DELETE FROM logs WHERE timestamp < '2024-01-01';,61,2,3,1,0.3791,Safe
489,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",193,10,1,3,0.6107,Safe
490,DROP TABLE users; --,149,3,4,1,0.0219,Malicious
491,UPDATE accounts SET balance=999999 WHERE account_id=202; --,83,3,1,3,0.9727,Malicious
492,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,125,6,5,1,0.9525,Malicious
493,SELECT * FROM users WHERE username='' OR '1'='1'; --,86,1,5,3,0.8153,Malicious
494,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",143,7,2,3,0.8496,Malicious
495,UPDATE accounts SET balance=5000 WHERE account_id=202;,32,1,5,1,0.1178,Safe
496,SELECT * FROM admin WHERE username='admin' AND password='' OR '1'='1'; --,89,9,2,2,0.0794,Malicious
497,SELECT COUNT(*) FROM employees WHERE department='HR';,73,9,2,2,0.1646,Safe
498,UPDATE accounts SET balance=999999 WHERE account_id=202; --,153,7,3,1,0.0601,Malicious
499,UPDATE accounts SET balance=5000 WHERE account_id=202;,47,1,2,0,0.7731,Safe
500,SELECT * FROM users WHERE username='john_doe' AND password='1234';,35,4,3,2,0.7419,Safe
501,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2);",166,1,5,0,0.2331,Safe
502,SELECT COUNT(*) FROM employees WHERE department='HR';,191,0,1,0,0.5135,Safe
503,SELECT * FROM users WHERE username='' OR '1'='1'; --,46,6,3,1,0.106,Malicious
504,SELECT * FROM users WHERE username='john_doe' AND password='1234';,116,0,2,0,0.7021,Safe
505,SELECT * FROM users WHERE username='john_doe' AND password='1234';,41,6,4,1,0.6933,Safe
506,DELETE FROM logs WHERE timestamp < '2024-01-01';,97,9,4,2,0.4179,Safe
507,SELECT * FROM users WHERE username='john_doe' AND password='1234';,182,10,4,3,0.0519,Safe
508,"INSERT INTO orders (customer_id, product_id, quantity) VALUES (101, 5, 2); DELETE FROM orders; --",43,4,5,0,0.1205,Malicious
